day,trades,min_daily_headroom,min_max_headroom,max_intraday_drawdown_pct,max_overall_drawdown_pct,buffer_stops,breaches,drift_unresolved,duplicates,safe_mode_unexpected,restarts,reconnects,disconnections,max_entries_15m,max_modifications_1m,stable_frequency
2025-12-25,0,5000.0,10000.0,0.0,0.0,0,0,0,0,1,11,0,0,0,0,True
